invoice_number,transaction_id,invoice_date,client_name,client_ruc,subtotal,iva_amount,total_invoice,payment_method,card_type,status,erp_module
FAC-001470,TXN-202409-0480,2024-09-29,Requena & Asociados S.L.,6790229309443,20.6,3.09,23.69,Medianet,AMEX,PAGADA,Ventas
FAC-001471,TXN-202409-0481,2024-09-19,Rozas y asociados S.L.L.,1821345579990,833.57,125.04,958.61,Medianet,VISA,PAGADA,Ventas
FAC-001472,TXN-202409-0482,2024-09-09,Despacho Castellana S.L.,1572566872306,61.12,9.17,70.29,Datafast,DINERS,PAGADA,E-commerce
FAC-001473,TXN-202409-0483,2024-09-29,Sotelo y Raya S.Coop.,9236578371510,51.73,7.76,59.49,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001474,TXN-202409-0484,2024-09-12,Construcción del Levante S.A.D,4613677767959,113.84,17.08,130.92,PayPhone,VISA,PAGADA,POS
FAC-001475,TXN-202409-0485,2024-09-06,Iris Moll Gutierrez S.Com.,9432249673719,219.34,32.9,252.24,Medianet,MASTERCARD,PAGADA,POS
FAC-001476,TXN-202409-0486,2024-09-22,Bustos & Asociados S.A.T.,6375579120945,46.01,6.9,52.91,Datafast,VISA,PAGADA,E-commerce
FAC-001477,TXN-202409-0487,2024-09-02,Carrillo & Asociados S.A.,4302894438826,17.03,2.55,19.58,Datafast,VISA,PAGADA,Ventas
FAC-001478,TXN-202409-0488,2024-09-15,Industrias Palau & Asociados S.A.,8576941366748,48.06,7.21,55.27,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001479,TXN-202409-0489,2024-09-15,Herranz & Asociados S.A.,7668996908786,330.17,49.53,379.7,Datafast,VISA,PAGADA,E-commerce
FAC-001480,TXN-202409-0490,2024-09-20,Suministros Fuster S.A.,3991418359094,59.03,8.86,67.89,Datafast,VISA,PAGADA,Ventas
FAC-001481,TXN-202409-0491,2024-09-22,Hnos Pelayo S.Com.,8804447427072,131.09,19.66,150.75,Datafast,VISA,PAGADA,POS
FAC-001482,TXN-202409-0492,2024-09-02,Logística BMU S.Coop.,5644527861095,18.48,2.77,21.25,Medianet,VISA,PAGADA,E-commerce
FAC-001483,TXN-202409-0494,2024-09-15,Llopis y Gonzalo S.Coop.,4272874075193,49.37,7.41,56.78,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001484,TXN-202409-0495,2024-09-08,Transportes Cózar & Asociados S.L.,8814603782803,17.5,2.63,20.13,Medianet,VISA,PAGADA,Ventas
FAC-001485,TXN-202409-0496,2024-09-01,Alimentación Pomares y asociados S.A.,5068991085877,6.17,0.93,7.1,PayPhone,VISA,PAGADA,Ventas
FAC-001486,TXN-202409-0497,2024-09-04,Lalo Ros Luque S.A.,6807501399392,66.88,10.03,76.91,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001487,TXN-202409-0498,2024-09-11,Abraham Leiva Pedrero S.Coop.,5167974631771,11.37,1.71,13.08,Datafast,VISA,PAGADA,Ventas
FAC-001488,TXN-202409-0499,2024-09-14,Escrivá y asociados S.A.,7662667861633,39.68,5.95,45.63,Medianet,VISA,PAGADA,Ventas
FAC-001489,TXN-202409-0500,2024-09-21,Sánchez y Delgado S.C.P,8163813032624,5.32,0.8,6.12,Datafast,VISA,PAGADA,Ventas
FAC-001490,TXN-202410-0001,2024-10-09,Banca Privada Española S.L.U.,9798640946654,47.26,7.09,54.35,Datafast,VISA,PAGADA,E-commerce
FAC-001491,TXN-202410-0002,2024-10-25,Mendizábal & Asociados S.L.L.,8277053644349,219.7,32.96,252.66,Medianet,VISA,PAGADA,POS
FAC-001492,TXN-202410-0003,2024-10-30,Construcción TGKG S.A.,9354121762080,358.55,53.78,412.33,Datafast,DINERS,PAGADA,Ventas
FAC-001493,TXN-202410-0004,2024-10-23,Roxana Uribe Calderón S.Coop.,1928934828009,427.99,64.2,492.19,Datafast,DINERS,PAGADA,E-commerce
FAC-001494,TXN-202410-0005,2024-10-21,Desarrollo Molina S.L.N.E,3005365045686,190.83,28.63,219.46,Medianet,DINERS,PAGADA,Ventas
FAC-001495,TXN-202410-0006,2024-10-20,Manufacturas Solís S.Coop.,8969001923315,26.2,3.93,30.13,Datafast,AMEX,PAGADA,POS
FAC-001496,TXN-202410-0007,2024-10-23,Promociones Inteligentes S.Coop.,2740415758427,253.43,38.01,291.44,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001497,TXN-202410-0008,2024-10-24,Logística Internacionales S.L.N.E,6486127793333,182.37,27.35,209.72,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001498,TXN-202410-0009,2024-10-10,Armando Andrés Ochoa S.Com.,5269420184457,28.77,4.32,33.09,Medianet,MASTERCARD,PAGADA,POS
FAC-001499,TXN-202410-0010,2024-10-20,Agustín Morán Macias S.L.,6061629506410,64.57,9.69,74.26,Datafast,VISA,PAGADA,Ventas
FAC-001500,TXN-202410-0011,2024-10-25,Finanzas del Noroeste S.L.N.E,3718417326523,46.32,6.95,53.27,Medianet,VISA,PAGADA,POS
FAC-001501,TXN-202410-0012,2024-10-01,Hermanos Conesa S.L.,4265546120384,174.91,26.24,201.15,Medianet,DINERS,PAGADA,Ventas
FAC-001502,TXN-202410-0013,2024-10-30,Suministros Pozuelo S.A.,6272644019892,39.52,5.93,45.45,PayPhone,VISA,PAGADA,Ventas
FAC-001503,TXN-202410-0014,2024-10-28,Comercial Rodríguez S.Com.,7591435354256,150.81,22.62,173.43,PayPhone,AMEX,PAGADA,E-commerce
FAC-001504,TXN-202410-0015,2024-10-16,Distribuciones VPHB S.A.,2686078138475,93.17,13.97,107.14,Medianet,VISA,PAGADA,Ventas
FAC-001505,TXN-202410-0016,2024-10-05,Comercializadora LT S.L.U.,1934074918505,2474.51,371.18,2845.69,PayPhone,VISA,PAGADA,Ventas
FAC-001506,TXN-202410-0017,2024-10-17,Estrella Luís Manuel S.Com.,9982405546512,144.21,21.63,165.84,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-001507,TXN-202410-0018,2024-10-14,Maza y Barrera S.L.N.E,1769061195973,17.23,2.59,19.82,Datafast,VISA,PAGADA,POS
FAC-001508,TXN-202410-0019,2024-10-07,Consultoría Arco y asociados S.Com.,9172530315846,422.99,63.45,486.44,Medianet,VISA,PAGADA,Ventas
FAC-001509,TXN-202410-0020,2024-10-13,Distribuciones USF S.A.,4939442805400,1216.48,182.47,1398.95,PayPhone,VISA,PAGADA,Ventas
FAC-001510,TXN-202410-0021,2024-10-05,Promociones IJN S.L.,8423195078730,227.86,34.18,262.04,Datafast,VISA,PAGADA,Ventas
FAC-001511,TXN-202410-0022,2024-10-30,Hermanos Aguiló S.Coop.,5339003432926,346.71,52.01,398.72,Datafast,VISA,PAGADA,Ventas
FAC-001512,TXN-202410-0023,2024-10-15,Hnos Mate S.L.,2805555628497,163.53,24.53,188.06,Medianet,VISA,PAGADA,E-commerce
FAC-001513,TXN-202410-0024,2024-10-05,Hermanos León S.Coop.,5765783393994,95.83,14.38,110.21,Datafast,VISA,PAGADA,POS
FAC-001514,TXN-202410-0025,2024-10-17,Beltran & Asociados S.Coop.,3610951888578,5.18,0.78,5.96,Datafast,VISA,PAGADA,Ventas
FAC-001515,TXN-202410-0026,2024-10-24,Hnos Becerra S.L.N.E,6682809572839,2478.88,371.83,2850.71,Medianet,VISA,PAGADA,Ventas
FAC-001516,TXN-202410-0027,2024-10-29,Roman y Carvajal S.L.N.E,6783018986598,589.64,88.45,678.09,Datafast,VISA,PAGADA,Ventas
FAC-001517,TXN-202410-0028,2024-10-25,Pinto & Asociados S.C.P,4760745625670,787.75,118.16,905.91,PayPhone,VISA,PAGADA,POS
FAC-001518,TXN-202410-0029,2024-10-23,Restauración Adadia S.L.L.,3627188758750,196.87,29.53,226.4,PayPhone,MASTERCARD,PAGADA,POS
FAC-001519,TXN-202410-0030,2024-10-14,Barrios y Rocha S.Com.,8480207520469,29.48,4.42,33.9,Medianet,VISA,PAGADA,Ventas
FAC-001520,TXN-202410-0031,2024-10-23,Alba Sales Bernal S.A.U,1674390648477,1220.47,183.07,1403.54,Datafast,VISA,PAGADA,E-commerce
FAC-001521,TXN-202410-0032,2024-10-31,Servicios Internacionales S.L.,3492024440731,43.83,6.58,50.41,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001522,TXN-202410-0033,2024-10-06,Familia Carranza S.L.,8371890112036,311.56,46.73,358.29,Datafast,VISA,PAGADA,E-commerce
FAC-001523,TXN-202410-0034,2024-10-23,Familia Macías S.A.,7229169426166,209.94,31.49,241.43,Datafast,VISA,PAGADA,E-commerce
FAC-001524,TXN-202410-0035,2024-10-06,Banca Privada Sevilla y asociados S.L.,9464710793527,2339.15,350.87,2690.02,PayPhone,VISA,PAGADA,Ventas
FAC-001525,TXN-202410-0036,2024-10-13,Yolanda Viana Barrena S.Coop.,5365208313001,1866.28,279.94,2146.22,Datafast,VISA,PAGADA,Ventas
FAC-001526,TXN-202410-0037,2024-10-03,Finanzas Barrios S.Coop.,5918321529007,335.31,50.3,385.61,Datafast,VISA,PAGADA,Ventas
FAC-001527,TXN-202410-0038,2024-10-24,Alcolea y Zurita S.A.,4716643086042,13.65,2.05,15.7,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-001528,TXN-202410-0039,2024-10-27,Hnos Pallarès S.A.,8131672324644,68.72,10.31,79.03,PayPhone,VISA,PAGADA,E-commerce
FAC-001529,TXN-202410-0040,2024-10-21,Instalaciones Rosado & Asociados S.L.N.E,7010606067377,261.29,39.19,300.48,Datafast,VISA,PAGADA,Ventas
FAC-001530,TXN-202410-0041,2024-10-07,Construcción del Noroeste S.Com.,7789214181007,50.26,7.54,57.8,Medianet,VISA,PAGADA,Ventas
FAC-001531,TXN-202410-0042,2024-10-06,Talleres Escamilla S.L.L.,3090847980117,57.46,8.62,66.08,Datafast,DINERS,PAGADA,E-commerce
FAC-001532,TXN-202410-0043,2024-10-29,Logística QIWZ S.L.N.E,1756476585757,164.29,24.64,188.93,Datafast,VISA,PAGADA,POS
FAC-001533,TXN-202410-0044,2024-10-03,Servicios WWW S.Com.,8503367594791,45.85,6.88,52.73,Datafast,AMEX,PAGADA,Ventas
FAC-001534,TXN-202410-0045,2024-10-08,Comercializadora Villar & Asociados S.Coop.,1299993784865,6.28,0.94,7.22,Datafast,VISA,PAGADA,E-commerce
FAC-001535,TXN-202410-0046,2024-10-31,Transportes NI S.C.P,3030804533430,21.7,3.26,24.96,Datafast,MASTERCARD,PAGADA,POS
FAC-001536,TXN-202410-0047,2024-10-26,Talleres Losa y asociados S.L.N.E,4398207000267,18.11,2.72,20.83,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001537,TXN-202410-0048,2024-10-16,Cózar y Peñalver S.Coop.,5454753964163,1012.69,151.9,1164.59,Datafast,MASTERCARD,PAGADA,POS
FAC-001538,TXN-202410-0049,2024-10-11,Alimentación WWB S.L.,7725117230358,48.82,7.32,56.14,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-001539,TXN-202410-0050,2024-10-02,Grupo Cámara S.L.L.,3017263308048,207.77,31.17,238.94,PayPhone,DINERS,PAGADA,Ventas
FAC-001540,TXN-202410-0051,2024-10-13,Grupo Rozas S.A.,9108861125804,61.12,9.17,70.29,PayPhone,AMEX,PAGADA,E-commerce
FAC-001541,TXN-202410-0052,2024-10-17,Hnos Solsona S.Com.,4830657721127,12.37,1.85,14.22,PayPhone,DINERS,PAGADA,Ventas
FAC-001542,TXN-202410-0053,2024-10-22,Despacho SSKL S.A.T.,2368109817663,33.82,5.07,38.89,PayPhone,MASTERCARD,PAGADA,POS
FAC-001543,TXN-202410-0054,2024-10-21,Arribas y Herranz S.Coop.,5721526737110,70.7,10.61,81.31,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-001544,TXN-202410-0055,2024-10-11,Distribuciones Francisco S.Coop.,6706868646414,57.02,8.55,65.57,Datafast,VISA,PAGADA,E-commerce
FAC-001545,TXN-202410-0056,2024-10-03,Hnos Salgado S.Com.,7035946895374,44.3,6.64,50.94,Datafast,MASTERCARD,PAGADA,POS
FAC-001546,TXN-202410-0057,2024-10-28,Instalaciones Inteligentes S.Com.,3352577689977,2580.16,387.02,2967.18,Datafast,DINERS,PAGADA,Ventas
FAC-001547,TXN-202410-0058,2024-10-05,Tecnologías CM S.L.N.E,3895166032370,17.07,2.56,19.63,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001548,TXN-202410-0059,2024-10-16,Marita Ribas Montaña S.A.,2240950715199,81.16,12.17,93.33,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001549,TXN-202410-0060,2024-10-06,Alimentación Cerezo S.C.P,5832304772596,61.4,9.21,70.61,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001550,TXN-202410-0061,2024-10-06,Promociones XSJK S.Com.,1915953384162,20.22,3.03,23.25,PayPhone,VISA,PAGADA,Ventas
FAC-001551,TXN-202410-0062,2024-10-30,Fortuny y Llobet S.Com.,9790628815660,498.3,74.75,573.05,Medianet,VISA,PAGADA,POS
FAC-001552,TXN-202410-0063,2024-10-16,Isidoro Estevez Rocamora S.L.,9430980518343,21.15,3.17,24.32,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-001553,TXN-202410-0064,2024-10-03,Distribuciones del Levante S.L.,4593635680877,51.66,7.75,59.41,Datafast,VISA,PAGADA,E-commerce
FAC-001554,TXN-202410-0065,2024-10-03,Supermercados Agustí S.L.N.E,8834724416762,406.97,61.05,468.02,Datafast,VISA,PAGADA,E-commerce
FAC-001555,TXN-202410-0066,2024-10-21,Servicios Iberia S.L.N.E,2287430964742,334.36,50.15,384.51,Datafast,AMEX,PAGADA,E-commerce
FAC-001556,TXN-202410-0067,2024-10-09,Comercializadora Española S.A.,8732683487092,19.57,2.93,22.5,Medianet,DINERS,PAGADA,E-commerce
FAC-001557,TXN-202410-0068,2024-10-07,Instalaciones Globales S.L.,8451628908454,42.97,6.45,49.42,Datafast,VISA,PAGADA,E-commerce
FAC-001558,TXN-202410-0069,2024-10-13,Grupo Luís S.A.,7726277331258,24.78,3.72,28.5,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-001559,TXN-202410-0070,2024-10-13,Banco Castellana S.L.,2228766340419,138.9,20.84,159.74,Medianet,VISA,PAGADA,Ventas
FAC-001560,TXN-202410-0071,2024-10-17,Talleres Ibéricos S.Com.,6644765224696,360.49,54.07,414.56,Datafast,VISA,PAGADA,Ventas
FAC-001561,TXN-202410-0072,2024-10-15,Comercial Blanca S.L.N.E,7651692175171,39.45,5.92,45.37,Medianet,VISA,PAGADA,E-commerce
FAC-001562,TXN-202410-0073,2024-10-15,Hnos Peña S.L.L.,4152845470500,252.11,37.82,289.93,Datafast,DINERS,PAGADA,POS
FAC-001563,TXN-202410-0074,2024-10-23,Fortunata Terrón Fonseca S.Com.,5574580766487,362.21,54.33,416.54,Medianet,VISA,PAGADA,Ventas
FAC-001564,TXN-202410-0075,2024-10-28,Diego & Asociados S.L.,7641383127607,703.18,105.48,808.66,Medianet,VISA,PAGADA,E-commerce
FAC-001565,TXN-202410-0076,2024-10-31,Yolanda Domingo Hernando S.Coop.,7833594822452,23.36,3.5,26.86,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001566,TXN-202410-0077,2024-10-28,Familia Solera S.C.P,4688160353417,51.1,7.66,58.76,Datafast,AMEX,PAGADA,Ventas
FAC-001567,TXN-202410-0078,2024-10-25,Tecnologías del Noroeste S.Com.,6454614119101,406.72,61.01,467.73,PayPhone,VISA,PAGADA,POS
FAC-001568,TXN-202410-0079,2024-10-30,Comercializadora Castellana S.Coop.,4773912983584,57.5,8.63,66.13,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001569,TXN-202410-0080,2024-10-12,Flores y asociados S.A.,4680127712771,48.56,7.28,55.84,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-001570,TXN-202410-0081,2024-10-07,Hurtado y Amorós S.L.,5168539091744,49.77,7.46,57.23,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001571,TXN-202410-0082,2024-10-19,Suministros Españolas S.Com.,7294080308922,53.41,8.01,61.42,PayPhone,VISA,PAGADA,E-commerce
FAC-001572,TXN-202410-0083,2024-10-05,Cipriano Burgos Guerrero S.L.,8206419965840,15.03,2.25,17.28,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001573,TXN-202410-0084,2024-10-24,Elías Alberdi Pinto S.A.,2993764526587,18.57,2.79,21.36,Medianet,VISA,PAGADA,Ventas
FAC-001574,TXN-202410-0085,2024-10-22,Mármol y Barberá S.A.,2680238656260,279.82,41.97,321.79,Medianet,VISA,PAGADA,POS
FAC-001575,TXN-202410-0086,2024-10-02,Familia Cuevas S.Coop.,1180598018880,131.0,19.65,150.65,Datafast,DINERS,PAGADA,Ventas
FAC-001576,TXN-202410-0087,2024-10-17,Ale Méndez Lara S.L.U.,1030053782868,689.89,103.48,793.37,Datafast,VISA,PAGADA,Ventas
FAC-001577,TXN-202410-0088,2024-10-08,Priego y Carrera S.L.,7122030710816,51.47,7.72,59.19,Datafast,VISA,PAGADA,POS
FAC-001578,TXN-202410-0089,2024-10-06,Distribuciones SPD S.Coop.,8322397662154,43.23,6.48,49.71,Datafast,VISA,PAGADA,Ventas
FAC-001579,TXN-202410-0090,2024-10-03,Hernández y Bas S.A.T.,1851980702729,1892.9,283.94,2176.84,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001580,TXN-202410-0091,2024-10-12,Inversiones Española S.L.,9429428635834,46.95,7.04,53.99,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001581,TXN-202410-0092,2024-10-17,Josué Querol Gárate S.Com.,8426389874955,47.97,7.19,55.16,Datafast,VISA,PAGADA,E-commerce
FAC-001582,TXN-202410-0093,2024-10-24,Familia Samper S.L.N.E,8710923355885,169.53,25.43,194.96,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001583,TXN-202410-0094,2024-10-14,Hermanos Segarra S.A.T.,6828346389161,46.38,6.96,53.34,Medianet,VISA,PAGADA,Ventas
FAC-001584,TXN-202410-0095,2024-10-26,Hnos Barreda S.A.T.,9490558753029,63.63,9.54,73.17,Medianet,VISA,PAGADA,Ventas
FAC-001585,TXN-202410-0096,2024-10-18,Familia Barrera S.L.L.,6214990941679,40.61,6.09,46.7,Datafast,AMEX,PAGADA,E-commerce
FAC-001586,TXN-202410-0097,2024-10-26,Serna y Laguna S.L.,5120279891454,330.23,49.54,379.77,Datafast,MASTERCARD,PAGADA,E-commerce
FAC-001587,TXN-202410-0098,2024-10-06,Soluciones HU S.Com.,7911891728458,2386.1,357.91,2744.01,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001588,TXN-202410-0099,2024-10-02,Minería del Noroeste S.A.,4887494009262,24.84,3.73,28.57,Medianet,VISA,PAGADA,Ventas
FAC-001589,TXN-202410-0100,2024-10-25,Comercial Ibéricos S.A.,8086580720080,21.1,3.16,24.26,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001590,TXN-202410-0101,2024-10-06,Dalila Cantero Lucena S.Coop.,5570197435752,67.37,10.1,77.47,Datafast,VISA,PAGADA,POS
FAC-001591,TXN-202410-0102,2024-10-31,Finanzas Española S.Com.,9492555680846,7.36,1.1,8.46,PayPhone,MASTERCARD,PAGADA,POS
FAC-001592,TXN-202410-0103,2024-10-16,Comercial Ayala y asociados S.Coop.,8600158123624,13.47,2.02,15.49,PayPhone,VISA,PAGADA,POS
FAC-001593,TXN-202410-0104,2024-10-17,Transportes del Sur S.A.,3349470025190,1752.55,262.88,2015.43,Datafast,AMEX,PAGADA,Ventas
FAC-001594,TXN-202410-0105,2024-10-05,Minería EYC S.Coop.,6072446095772,6.75,1.01,7.76,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001595,TXN-202410-0106,2024-10-19,Roldán y Alegre S.Coop.,4687747630835,40.36,6.05,46.41,PayPhone,VISA,PAGADA,Ventas
FAC-001596,TXN-202410-0107,2024-10-09,Finanzas Internacionales S.A.,6628909100634,40.21,6.03,46.24,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001597,TXN-202410-0108,2024-10-22,Rivero & Asociados S.L.N.E,9274180420223,65.97,9.89,75.86,Medianet,VISA,PAGADA,Ventas
FAC-001598,TXN-202410-0109,2024-10-09,Inversiones del Norte S.Coop.,1159757336828,45.41,6.81,52.22,PayPhone,VISA,PAGADA,Ventas
FAC-001599,TXN-202410-0110,2024-10-27,Compañía Cervera y asociados S.Com.,7165755525868,47.22,7.08,54.3,Medianet,VISA,PAGADA,Ventas
FAC-001600,TXN-202410-0111,2024-10-14,Industrias WJ S.A.,5168506648782,69.07,10.36,79.43,Medianet,VISA,PAGADA,Ventas
FAC-001601,TXN-202410-0112,2024-10-04,Pallarès & Asociados S.A.U,9464871300025,12.48,1.87,14.35,Datafast,MASTERCARD,PAGADA,POS
FAC-001602,TXN-202410-0113,2024-10-11,Industrias Reina S.A.,5546453347985,202.07,30.31,232.38,Medianet,VISA,PAGADA,Ventas
FAC-001603,TXN-202410-0114,2024-10-08,Industrias del Norte S.L.,2794844704145,10.74,1.61,12.35,Datafast,MASTERCARD,PAGADA,POS
FAC-001604,TXN-202410-0115,2024-10-29,Jose Ignacio Fiol Acedo S.Com.,1456337069511,38.69,5.8,44.49,PayPhone,MASTERCARD,PAGADA,E-commerce
FAC-001605,TXN-202410-0116,2024-10-19,Diana Montesinos Santamaría S.L.L.,7619613875955,27.1,4.07,31.17,Medianet,AMEX,PAGADA,POS
FAC-001606,TXN-202410-0117,2024-10-31,Alimentación Avanzadas S.L.,8242298133241,131.92,19.79,151.71,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-001607,TXN-202410-0118,2024-10-18,Minería Carrión S.L.N.E,8897711801677,357.63,53.64,411.27,Datafast,AMEX,PAGADA,Ventas
FAC-001608,TXN-202410-0119,2024-10-22,Loreto Aguiló Molins S.Coop.,4736048909859,164.18,24.63,188.81,PayPhone,VISA,PAGADA,POS
FAC-001609,TXN-202410-0120,2024-10-09,Suministros Lago & Asociados S.L.,2971436947493,41.37,6.2,47.57,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-001610,TXN-202410-0121,2024-10-22,Supermercados Integrales S.Coop.,9147688938616,55.05,8.26,63.31,PayPhone,MASTERCARD,PAGADA,POS
FAC-001611,TXN-202410-0122,2024-10-15,Vicens y Guzman S.Coop.,9018776458084,27.43,4.12,31.55,Datafast,VISA,PAGADA,E-commerce
FAC-001612,TXN-202410-0123,2024-10-30,Banca Privada Prats S.L.,3419652179005,51.21,7.68,58.89,Datafast,DINERS,PAGADA,Ventas
FAC-001613,TXN-202410-0124,2024-10-11,Renato Trillo Segarra S.Com.,3412605574028,1318.51,197.78,1516.29,Datafast,AMEX,PAGADA,Ventas
FAC-001614,TXN-202410-0125,2024-10-19,Banca Privada GFBA S.L.N.E,4859587695591,10.45,1.57,12.02,Medianet,VISA,PAGADA,POS
FAC-001615,TXN-202410-0126,2024-10-01,Construcción del Mediterráneo S.L.,9126813078373,2192.06,328.81,2520.87,Datafast,VISA,PAGADA,E-commerce
FAC-001616,TXN-202410-0127,2024-10-22,Familia Vives S.Com.,2383594123459,36.82,5.52,42.34,Medianet,DINERS,PAGADA,Ventas
FAC-001617,TXN-202410-0128,2024-10-30,Cerezo y Mendoza S.L.U.,3232580245571,44.54,6.68,51.22,PayPhone,MASTERCARD,PAGADA,Ventas
FAC-001618,TXN-202410-0129,2024-10-24,Familia Iriarte S.Coop.,2362743514928,26.85,4.03,30.88,Datafast,VISA,PAGADA,E-commerce
FAC-001619,TXN-202410-0130,2024-10-20,Teodoro Asensio Mateos S.L.L.,6232702317402,262.44,39.37,301.81,PayPhone,AMEX,PAGADA,POS
FAC-001620,TXN-202410-0131,2024-10-17,Consultoría IZ S.Coop.,7710607634433,391.66,58.75,450.41,Medianet,DINERS,PAGADA,Ventas
FAC-001621,TXN-202410-0132,2024-10-02,Servicios Globales S.L.N.E,4560263356416,27.39,4.11,31.5,Datafast,VISA,PAGADA,Ventas
FAC-001622,TXN-202410-0133,2024-10-22,Inversiones Cañellas & Asociados S.L.N.E,9129870252151,1169.48,175.42,1344.9,Datafast,VISA,PAGADA,Ventas
FAC-001623,TXN-202410-0134,2024-10-16,Iriarte y asociados S.Coop.,4435172368504,175.5,26.33,201.83,PayPhone,AMEX,PAGADA,Ventas
FAC-001624,TXN-202410-0135,2024-10-30,Maximiano Jordá Hurtado S.Com.,9448526023547,213.32,32.0,245.32,Datafast,VISA,PAGADA,E-commerce
FAC-001625,TXN-202410-0136,2024-10-30,Fábrica Millán S.Com.,2924055306113,62.62,9.39,72.01,PayPhone,DINERS,PAGADA,Ventas
FAC-001626,TXN-202410-0138,2024-10-13,Infraestructuras FVX S.L.,8800458927523,51.46,7.72,59.18,Datafast,VISA,PAGADA,Ventas
FAC-001627,TXN-202410-0139,2024-10-29,González y asociados S.C.P,4408705683355,38.85,5.83,44.68,Datafast,VISA,PAGADA,Ventas
FAC-001628,TXN-202410-0140,2024-10-09,Hnos Talavera S.A.T.,5563859818284,54.53,8.18,62.71,Datafast,AMEX,PAGADA,Ventas
FAC-001629,TXN-202410-0141,2024-10-18,Román y Jordán S.L.N.E,3699748698005,62.53,9.38,71.91,Datafast,VISA,PAGADA,E-commerce
FAC-001630,TXN-202410-0142,2024-10-12,Paco España Segarra S.A.,5673380792660,128.67,19.3,147.97,Datafast,VISA,PAGADA,Ventas
FAC-001631,TXN-202410-0143,2024-10-07,Promociones Díaz S.A.T.,8340447501750,142.05,21.31,163.36,Datafast,VISA,PAGADA,Ventas
FAC-001632,TXN-202410-0144,2024-10-06,Elisa Andrade Peiró S.Com.,5266558990658,398.63,59.79,458.42,Datafast,VISA,PAGADA,Ventas
FAC-001633,TXN-202410-0145,2024-10-14,Cecilia Barón Sedano S.Com.,6097223242043,166.64,25.0,191.64,Datafast,VISA,PAGADA,Ventas
FAC-001634,TXN-202410-0146,2024-10-25,Agustí y Cabañas S.A.,1206319106971,188.22,28.23,216.45,Medianet,MASTERCARD,PAGADA,E-commerce
FAC-001635,TXN-202410-0147,2024-10-04,Transportes Nogués & Asociados S.L.,4163591142028,211.58,31.74,243.32,Medianet,DINERS,PAGADA,Ventas
FAC-001636,TXN-202410-0148,2024-10-22,Pol y Melero S.Com.,6012232861402,5.23,0.79,6.02,Medianet,VISA,PAGADA,POS
FAC-001637,TXN-202410-0149,2024-10-01,Severiano Sales Roman S.A.U,9145422492243,43.29,6.49,49.78,Datafast,AMEX,PAGADA,POS
FAC-001638,TXN-202410-0150,2024-10-20,Finanzas Flores & Asociados S.A.,1223200013278,32.32,4.85,37.17,Datafast,VISA,PAGADA,POS
FAC-001639,TXN-202410-0151,2024-10-09,Restauración Globales S.Coop.,8728243509791,11.85,1.78,13.63,Medianet,VISA,PAGADA,E-commerce
FAC-001640,TXN-202410-0152,2024-10-26,Tormo y Cazorla S.L.L.,3953295617629,50.42,7.56,57.98,Datafast,AMEX,PAGADA,POS
FAC-001641,TXN-202410-0153,2024-10-19,Hermanos Quirós S.Com.,4584676408977,69.08,10.36,79.44,Medianet,MASTERCARD,PAGADA,Ventas
FAC-001642,TXN-202410-0154,2024-10-07,Instalaciones Escobar y asociados S.Coop.,8453614083070,6.85,1.03,7.88,Medianet,VISA,PAGADA,Ventas
FAC-001643,TXN-202410-0155,2024-10-14,Farmaceútica UEFI S.Com.,8606336027315,7.67,1.15,8.82,Datafast,MASTERCARD,PAGADA,Ventas
FAC-001644,TXN-202410-0156,2024-10-16,Alimentación Bernad S.Coop.,6472617362924,26.27,3.94,30.21,Datafast,MASTERCARD,PAGADA,Ventas
