authorization_code,transaction_id,transaction_date,gateway_name,card_type,card_last4,gross_amount,gateway_fee,net_to_bank,currency,status,batch_id
AUTH113351,TXN-202410-0052,2024-10-17,PayPhone,DINERS,4771,14.22,0.54,12.9,USD,SETTLED,BATCH-3319
AUTH154347,TXN-202410-0053,2024-10-22,PayPhone,MASTERCARD,9678,38.89,1.48,35.27,USD,SETTLED,BATCH-4799
AUTH620304,TXN-202410-0054,2024-10-21,PayPhone,MASTERCARD,3194,81.31,3.09,73.75,USD,SETTLED,BATCH-4260
AUTH614003,TXN-202410-0055,2024-10-11,Datafast,VISA,2533,65.57,2.29,59.67,USD,SETTLED,BATCH-7030
AUTH619955,TXN-202410-0056,2024-10-03,Datafast,MASTERCARD,5794,50.94,1.78,46.36,USD,SETTLED,BATCH-9933
AUTH305992,TXN-202410-0057,2024-10-28,Datafast,DINERS,8418,2967.18,103.85,2700.14,USD,SETTLED,BATCH-4781
AUTH773567,TXN-202410-0058,2024-10-05,PayPhone,MASTERCARD,3359,19.63,0.75,17.8,USD,SETTLED,BATCH-9249
AUTH277794,TXN-202410-0059,2024-10-16,PayPhone,MASTERCARD,4981,93.33,3.55,84.64,USD,SETTLED,BATCH-5883
AUTH176833,TXN-202410-0060,2024-10-06,Datafast,MASTERCARD,4163,70.61,2.47,64.25,USD,SETTLED,BATCH-4147
AUTH620438,TXN-202410-0061,2024-10-06,PayPhone,VISA,8286,23.25,0.88,21.09,USD,SETTLED,BATCH-2354
AUTH466594,TXN-202410-0062,2024-10-30,Medianet,VISA,3556,573.05,18.34,523.19,USD,SETTLED,BATCH-1069
AUTH165126,TXN-202410-0063,2024-10-16,PayPhone,MASTERCARD,1919,24.32,0.92,22.07,USD,SETTLED,BATCH-7688
AUTH336722,TXN-202410-0064,2024-10-03,Datafast,VISA,5419,59.41,2.08,54.07,USD,SETTLED,BATCH-6932
AUTH539399,TXN-202410-0065,2024-10-03,Datafast,VISA,6188,468.02,16.38,425.9,USD,SETTLED,BATCH-8350
AUTH190346,TXN-202410-0066,2024-10-21,Datafast,AMEX,2049,384.51,13.46,349.9,USD,SETTLED,BATCH-4920
AUTH894369,TXN-202410-0067,2024-10-09,Medianet,DINERS,7466,22.5,0.72,20.54,USD,SETTLED,BATCH-6345
AUTH703559,TXN-202410-0068,2024-10-07,Datafast,VISA,8999,49.42,1.73,44.98,USD,SETTLED,BATCH-2383
AUTH898800,TXN-202410-0069,2024-10-13,PayPhone,MASTERCARD,7556,28.5,1.08,25.85,USD,SETTLED,BATCH-8864
AUTH795458,TXN-202410-0070,2024-10-13,Medianet,VISA,8295,159.74,5.11,145.84,USD,SETTLED,BATCH-6103
AUTH288050,TXN-202410-0071,2024-10-17,Datafast,VISA,1192,414.56,14.51,377.24,USD,SETTLED,BATCH-6538
AUTH147173,TXN-202410-0072,2024-10-15,Medianet,VISA,7478,45.37,1.45,41.43,USD,SETTLED,BATCH-5156
AUTH253734,TXN-202410-0073,2024-10-15,Datafast,DINERS,4229,289.93,10.15,263.83,USD,SETTLED,BATCH-7183
AUTH828770,TXN-202410-0074,2024-10-23,Medianet,VISA,7668,416.54,13.33,380.3,USD,SETTLED,BATCH-4566
AUTH449727,TXN-202410-0075,2024-10-28,Medianet,VISA,4599,808.66,25.88,738.3,USD,SETTLED,BATCH-6655
AUTH973805,TXN-202410-0076,2024-10-31,Medianet,MASTERCARD,3303,26.86,0.86,24.52,USD,SETTLED,BATCH-3000
AUTH752228,TXN-202410-0077,2024-10-28,Datafast,AMEX,9523,58.76,2.06,53.47,USD,SETTLED,BATCH-1425
AUTH880361,TXN-202410-0078,2024-10-25,PayPhone,VISA,7985,467.73,17.77,424.23,USD,SETTLED,BATCH-3669
AUTH976426,TXN-202410-0079,2024-10-30,PayPhone,MASTERCARD,4284,66.13,2.51,59.98,USD,SETTLED,BATCH-2335
AUTH712188,TXN-202410-0080,2024-10-12,PayPhone,MASTERCARD,1071,55.84,2.12,50.65,USD,SETTLED,BATCH-5984
AUTH726650,TXN-202410-0081,2024-10-07,Datafast,MASTERCARD,2848,57.23,2.0,52.08,USD,SETTLED,BATCH-1771
AUTH857316,TXN-202410-0082,2024-10-19,PayPhone,VISA,2103,61.42,2.33,55.72,USD,SETTLED,BATCH-2448
AUTH174430,TXN-202410-0083,2024-10-05,PayPhone,MASTERCARD,3266,17.28,0.66,15.67,USD,SETTLED,BATCH-3466
AUTH719484,TXN-202410-0084,2024-10-24,Medianet,VISA,3482,21.36,0.68,19.51,USD,SETTLED,BATCH-9897
AUTH307907,TXN-202410-0085,2024-10-22,Medianet,VISA,1443,321.79,10.3,293.79,USD,SETTLED,BATCH-5006
AUTH640683,TXN-202410-0086,2024-10-02,Datafast,DINERS,1802,150.65,5.27,137.09,USD,SETTLED,BATCH-4103
AUTH607803,TXN-202410-0087,2024-10-17,Datafast,VISA,9486,793.37,27.77,721.97,USD,SETTLED,BATCH-2421
AUTH302769,TXN-202410-0088,2024-10-08,Datafast,VISA,5787,59.19,2.07,53.87,USD,SETTLED,BATCH-6413
AUTH320166,TXN-202410-0089,2024-10-06,Datafast,VISA,9247,49.71,1.74,45.23,USD,SETTLED,BATCH-7023
AUTH581948,TXN-202410-0090,2024-10-03,Medianet,MASTERCARD,5397,2176.84,69.66,1987.45,USD,SETTLED,BATCH-9408
AUTH142273,TXN-202410-0091,2024-10-12,PayPhone,MASTERCARD,3072,53.99,2.05,48.97,USD,SETTLED,BATCH-8900
AUTH299100,TXN-202410-0092,2024-10-17,Datafast,VISA,7352,55.16,1.93,50.2,USD,SETTLED,BATCH-1195
AUTH412758,TXN-202410-0093,2024-10-24,Datafast,MASTERCARD,5147,194.96,6.82,177.42,USD,SETTLED,BATCH-4613
AUTH867308,TXN-202410-0094,2024-10-14,Medianet,VISA,9898,53.34,1.71,48.7,USD,SETTLED,BATCH-6552
AUTH292779,TXN-202410-0095,2024-10-26,Medianet,VISA,4334,73.17,2.34,66.81,USD,SETTLED,BATCH-8434
AUTH949729,TXN-202410-0096,2024-10-18,Datafast,AMEX,4352,46.7,1.63,42.5,USD,SETTLED,BATCH-2637
AUTH408200,TXN-202410-0097,2024-10-26,Datafast,MASTERCARD,4481,379.77,16.18,342.7,USD,SETTLED,BATCH-9073
AUTH993160,TXN-202410-0098,2024-10-06,Datafast,MASTERCARD,7928,2744.01,96.04,2497.05,USD,SETTLED,BATCH-9076
AUTH425592,TXN-202410-0099,2024-10-02,Medianet,VISA,8395,28.57,0.91,26.08,USD,SETTLED,BATCH-2334
AUTH388423,TXN-202410-0100,2024-10-25,Medianet,MASTERCARD,7242,24.26,0.78,22.15,USD,SETTLED,BATCH-8961
AUTH987754,TXN-202410-0101,2024-10-06,Datafast,VISA,1375,77.47,2.71,70.5,USD,SETTLED,BATCH-1439
AUTH570342,TXN-202410-0102,2024-10-31,PayPhone,MASTERCARD,9347,8.46,0.32,7.68,USD,SETTLED,BATCH-4149
AUTH400533,TXN-202410-0103,2024-10-16,PayPhone,VISA,3726,15.49,0.59,14.05,USD,SETTLED,BATCH-1535
AUTH676664,TXN-202410-0104,2024-10-17,Datafast,AMEX,9851,2015.43,70.54,1834.05,USD,SETTLED,BATCH-6659
AUTH738513,TXN-202410-0105,2024-10-05,Medianet,MASTERCARD,7643,7.76,0.25,7.08,USD,SETTLED,BATCH-7730
AUTH100089,TXN-202410-0106,2024-10-19,PayPhone,VISA,9171,46.41,1.76,42.1,USD,SETTLED,BATCH-9197
AUTH917606,TXN-202410-0107,2024-10-09,Datafast,MASTERCARD,2405,46.24,1.62,42.08,USD,SETTLED,BATCH-8403
AUTH384094,TXN-202410-0108,2024-10-22,Medianet,VISA,4388,75.86,3.16,68.53,USD,SETTLED,BATCH-1933
AUTH617348,TXN-202410-0109,2024-10-09,PayPhone,VISA,7245,52.22,1.98,47.37,USD,SETTLED,BATCH-5971
AUTH552200,TXN-202410-0110,2024-10-27,Medianet,VISA,1142,54.3,1.74,49.58,USD,SETTLED,BATCH-2207
AUTH126919,TXN-202410-0111,2024-10-14,Medianet,VISA,6497,79.43,2.54,72.53,USD,SETTLED,BATCH-3122
AUTH565495,TXN-202410-0112,2024-10-04,Datafast,MASTERCARD,5148,14.35,0.5,13.06,USD,SETTLED,BATCH-5155
AUTH886214,TXN-202410-0113,2024-10-11,Medianet,VISA,5686,232.38,7.44,212.16,USD,SETTLED,BATCH-7258
AUTH660511,TXN-202410-0114,2024-10-08,Datafast,MASTERCARD,8124,12.35,0.43,11.24,USD,SETTLED,BATCH-1078
AUTH536189,TXN-202410-0115,2024-10-29,PayPhone,MASTERCARD,3180,44.49,1.69,40.36,USD,SETTLED,BATCH-6406
AUTH234921,TXN-202410-0116,2024-10-19,Medianet,AMEX,1393,31.17,1.0,28.46,USD,SETTLED,BATCH-2527
AUTH912087,TXN-202410-0117,2024-10-31,Medianet,MASTERCARD,7069,151.71,4.85,138.51,USD,SETTLED,BATCH-7425
AUTH336446,TXN-202410-0118,2024-10-18,Datafast,AMEX,7869,411.27,14.39,374.26,USD,SETTLED,BATCH-5151
AUTH430525,TXN-202410-0119,2024-10-22,PayPhone,VISA,5586,188.81,7.17,171.25,USD,SETTLED,BATCH-9861
AUTH168879,TXN-202410-0120,2024-10-09,Medianet,MASTERCARD,1851,47.57,1.52,43.43,USD,SETTLED,BATCH-4798
AUTH105387,TXN-202410-0121,2024-10-22,PayPhone,MASTERCARD,2863,63.31,2.41,57.42,USD,SETTLED,BATCH-6255
AUTH825434,TXN-202410-0122,2024-10-15,Datafast,VISA,4076,31.55,1.1,28.71,USD,SETTLED,BATCH-4421
AUTH977595,TXN-202410-0123,2024-10-30,Datafast,DINERS,3385,58.89,2.06,53.59,USD,SETTLED,BATCH-4916
AUTH593287,TXN-202410-0124,2024-10-11,Datafast,AMEX,5285,1516.29,53.07,1379.83,USD,SETTLED,BATCH-8343
AUTH533626,TXN-202410-0125,2024-10-19,Medianet,VISA,7055,12.02,0.38,10.98,USD,SETTLED,BATCH-7310
AUTH436962,TXN-202410-0126,2024-10-01,Datafast,VISA,2533,2520.87,88.23,2293.99,USD,SETTLED,BATCH-5241
AUTH179918,TXN-202410-0127,2024-10-22,Medianet,DINERS,4525,42.34,1.35,38.66,USD,SETTLED,BATCH-2889
AUTH915154,TXN-202410-0128,2024-10-30,PayPhone,MASTERCARD,7130,51.22,1.95,46.46,USD,SETTLED,BATCH-8430
AUTH893830,TXN-202410-0129,2024-10-24,Datafast,VISA,1817,30.88,1.08,28.1,USD,SETTLED,BATCH-7614
AUTH737849,TXN-202410-0130,2024-10-20,PayPhone,AMEX,1014,301.81,11.47,273.74,USD,SETTLED,BATCH-8495
AUTH174755,TXN-202410-0131,2024-10-17,Medianet,DINERS,2268,450.41,14.41,411.23,USD,SETTLED,BATCH-8615
AUTH924629,TXN-202410-0132,2024-10-02,Datafast,VISA,2774,31.5,1.1,28.66,USD,SETTLED,BATCH-8136
AUTH594106,TXN-202410-0133,2024-10-22,Datafast,VISA,6436,1344.9,47.07,1223.86,USD,SETTLED,BATCH-1993
AUTH760471,TXN-202410-0134,2024-10-16,PayPhone,AMEX,5780,201.83,7.67,183.06,USD,SETTLED,BATCH-1153
AUTH135773,TXN-202410-0135,2024-10-30,Datafast,VISA,7414,245.32,8.59,223.24,USD,SETTLED,BATCH-7353
AUTH821484,TXN-202410-0136,2024-10-30,PayPhone,DINERS,2797,72.01,2.74,65.31,USD,SETTLED,BATCH-5584
AUTH684437,TXN-202410-0137,2024-10-15,PayPhone,AMEX,8785,5.44,0.21,-4.94,USD,CHARGEBACK,BATCH-4677
AUTH994783,TXN-202410-0138,2024-10-13,Datafast,VISA,6652,59.18,2.07,53.86,USD,SETTLED,BATCH-6081
AUTH919198,TXN-202410-0139,2024-10-29,Datafast,VISA,9693,44.68,1.56,40.66,USD,SETTLED,BATCH-6318
AUTH474635,TXN-202410-0140,2024-10-09,Datafast,AMEX,1983,62.71,2.19,57.07,USD,SETTLED,BATCH-8455
AUTH194191,TXN-202410-0141,2024-10-18,Datafast,VISA,9861,71.91,2.52,65.43,USD,SETTLED,BATCH-4820
AUTH606799,TXN-202410-0142,2024-10-12,Datafast,VISA,1799,147.97,5.18,134.65,USD,SETTLED,BATCH-2311
AUTH828840,TXN-202410-0143,2024-10-07,Datafast,VISA,4551,163.36,5.72,148.66,USD,SETTLED,BATCH-8740
AUTH350496,TXN-202410-0144,2024-10-06,Datafast,VISA,9583,458.42,16.04,417.17,USD,SETTLED,BATCH-4872
AUTH789344,TXN-202410-0145,2024-10-14,Datafast,VISA,9348,191.64,6.71,174.39,USD,SETTLED,BATCH-1730
AUTH274544,TXN-202410-0146,2024-10-25,Medianet,MASTERCARD,1585,216.45,6.93,197.62,USD,SETTLED,BATCH-4729
AUTH664357,TXN-202410-0147,2024-10-04,Medianet,DINERS,5683,243.32,7.79,222.15,USD,SETTLED,BATCH-4699
AUTH721899,TXN-202410-0148,2024-10-22,Medianet,VISA,5182,6.02,0.19,5.5,USD,SETTLED,BATCH-3900
AUTH463974,TXN-202410-0149,2024-10-01,Datafast,AMEX,2116,49.78,1.74,45.3,USD,SETTLED,BATCH-5328
AUTH182268,TXN-202410-0150,2024-10-20,Datafast,VISA,2003,37.17,1.3,33.83,USD,SETTLED,BATCH-7884
AUTH381002,TXN-202410-0151,2024-10-09,Medianet,VISA,5617,13.63,0.44,12.44,USD,SETTLED,BATCH-8392
AUTH468758,TXN-202410-0152,2024-10-26,Datafast,AMEX,2006,57.98,2.03,52.76,USD,SETTLED,BATCH-6461
AUTH502156,TXN-202410-0153,2024-10-19,Medianet,MASTERCARD,5455,79.44,2.54,72.54,USD,SETTLED,BATCH-9189
AUTH301940,TXN-202410-0154,2024-10-07,Medianet,VISA,4964,7.88,0.25,7.2,USD,SETTLED,BATCH-5325
AUTH368218,TXN-202410-0155,2024-10-14,Datafast,MASTERCARD,2046,8.82,0.31,8.02,USD,SETTLED,BATCH-6575
AUTH138838,TXN-202410-0156,2024-10-16,Datafast,MASTERCARD,6710,30.21,1.06,27.49,USD,SETTLED,BATCH-2905
AUTH734407,TXN-202410-0157,2024-10-09,Medianet,MASTERCARD,7646,25.19,0.81,23.0,USD,SETTLED,BATCH-1005
AUTH953481,TXN-202410-0158,2024-10-01,Medianet,VISA,7307,156.34,5.0,142.74,USD,SETTLED,BATCH-5951
AUTH176938,TXN-202410-0159,2024-10-20,Medianet,VISA,9338,26.01,0.83,23.75,USD,SETTLED,BATCH-9893
AUTH685466,TXN-202410-0160,2024-10-04,Datafast,VISA,6569,30.07,1.05,27.37,USD,SETTLED,BATCH-5602
AUTH933393,TXN-202410-0161,2024-10-12,Medianet,MASTERCARD,2242,134.73,4.31,123.01,USD,SETTLED,BATCH-9738
AUTH471214,TXN-202410-0162,2024-10-08,PayPhone,MASTERCARD,4499,333.98,12.69,302.92,USD,SETTLED,BATCH-1707
AUTH633603,TXN-202410-0163,2024-10-21,Datafast,MASTERCARD,6409,12.98,0.45,11.82,USD,SETTLED,BATCH-5972
AUTH101526,TXN-202410-0164,2024-10-27,Medianet,VISA,4128,2710.1,86.72,2474.33,USD,SETTLED,BATCH-8189
AUTH461038,TXN-202410-0165,2024-10-20,Datafast,VISA,9559,75.64,2.65,68.83,USD,SETTLED,BATCH-4558
AUTH463139,TXN-202410-0166,2024-10-05,Datafast,VISA,2688,304.09,10.64,276.73,USD,SETTLED,BATCH-2918
AUTH671063,TXN-202410-0167,2024-10-25,Datafast,VISA,5496,454.47,15.91,413.57,USD,SETTLED,BATCH-9870
AUTH878030,TXN-202410-0168,2024-10-30,PayPhone,AMEX,9438,58.8,2.23,53.33,USD,SETTLED,BATCH-2519
AUTH182893,TXN-202410-0169,2024-10-01,Datafast,VISA,4559,1759.67,61.59,1601.29,USD,SETTLED,BATCH-6643
AUTH864327,TXN-202410-0170,2024-10-19,Medianet,MASTERCARD,8820,8.41,0.27,7.68,USD,SETTLED,BATCH-7340
AUTH872387,TXN-202410-0171,2024-10-22,Medianet,MASTERCARD,6083,246.95,7.9,225.47,USD,SETTLED,BATCH-1320
AUTH946998,TXN-202410-0172,2024-10-13,PayPhone,DINERS,8505,61.3,2.33,55.6,USD,SETTLED,BATCH-6585
AUTH200072,TXN-202410-0173,2024-10-06,Medianet,VISA,6238,18.8,0.6,17.16,USD,SETTLED,BATCH-5743
AUTH436551,TXN-202410-0174,2024-10-15,Datafast,MASTERCARD,6771,412.07,14.42,374.99,USD,SETTLED,BATCH-3657
AUTH975736,TXN-202410-0175,2024-10-23,Medianet,MASTERCARD,9285,21.53,0.69,19.64,USD,SETTLED,BATCH-8924
AUTH573842,TXN-202410-0176,2024-10-02,Medianet,VISA,1818,22.87,0.73,20.88,USD,SETTLED,BATCH-1843
AUTH373229,TXN-202410-0177,2024-10-26,Datafast,AMEX,4229,1176.09,41.16,1070.25,USD,SETTLED,BATCH-8454
AUTH384424,TXN-202410-0178,2024-10-01,Medianet,VISA,1689,304.53,9.74,278.04,USD,SETTLED,BATCH-6896
AUTH853206,TXN-202410-0179,2024-10-23,Datafast,MASTERCARD,1196,11.24,0.39,10.23,USD,SETTLED,BATCH-5897
AUTH939664,TXN-202410-0180,2024-10-02,Datafast,VISA,2689,203.86,7.14,185.51,USD,SETTLED,BATCH-8820
AUTH749230,TXN-202410-0181,2024-10-06,PayPhone,AMEX,7607,77.39,2.94,70.2,USD,SETTLED,BATCH-7775
AUTH511461,TXN-202410-0182,2024-10-25,PayPhone,MASTERCARD,9459,2445.46,92.93,2218.03,USD,SETTLED,BATCH-2922
AUTH801577,TXN-202410-0183,2024-10-28,Datafast,MASTERCARD,6206,54.04,1.89,49.18,USD,SETTLED,BATCH-2723
AUTH483511,TXN-202410-0184,2024-10-09,Medianet,MASTERCARD,7249,172.67,5.53,157.64,USD,SETTLED,BATCH-2761
AUTH360965,TXN-202410-0185,2024-10-08,Medianet,AMEX,5617,145.37,4.65,132.73,USD,SETTLED,BATCH-1839
AUTH731533,TXN-202410-0186,2024-10-06,Medianet,VISA,8329,734.23,23.5,670.35,USD,SETTLED,BATCH-8931
AUTH798776,TXN-202410-0187,2024-10-24,Datafast,AMEX,2802,41.79,1.46,38.03,USD,SETTLED,BATCH-8744
AUTH222655,TXN-202410-0188,2024-10-13,Medianet,VISA,8979,18.33,0.59,16.74,USD,SETTLED,BATCH-7425
AUTH517722,TXN-202410-0189,2024-10-30,Medianet,VISA,8385,23.39,0.75,21.36,USD,SETTLED,BATCH-6024
AUTH149168,TXN-202410-0190,2024-10-26,PayPhone,VISA,9993,59.51,2.26,53.97,USD,SETTLED,BATCH-8365
AUTH778022,TXN-202410-0191,2024-10-25,Medianet,VISA,5296,66.99,2.14,61.17,USD,SETTLED,BATCH-6931
AUTH615791,TXN-202410-0192,2024-10-31,PayPhone,VISA,1591,192.42,7.31,174.53,USD,SETTLED,BATCH-5750
AUTH961151,TXN-202410-0193,2024-10-18,Medianet,MASTERCARD,2494,64.37,2.06,58.77,USD,SETTLED,BATCH-6752
AUTH595761,TXN-202410-0194,2024-10-25,PayPhone,AMEX,1609,15.44,0.59,14.01,USD,SETTLED,BATCH-7853
AUTH102823,TXN-202410-0195,2024-10-08,PayPhone,AMEX,3535,40.92,1.55,37.12,USD,SETTLED,BATCH-6593
AUTH153035,TXN-202410-0196,2024-10-02,Medianet,VISA,8579,6.59,0.21,6.0,USD,SETTLED,BATCH-8558
AUTH398903,TXN-202410-0197,2024-10-01,Medianet,VISA,2682,254.42,8.14,232.29,USD,SETTLED,BATCH-3455
AUTH111857,TXN-202410-0198,2024-10-08,Datafast,VISA,7632,54.15,1.9,49.27,USD,SETTLED,BATCH-9384
AUTH716386,TXN-202410-0199,2024-10-06,Datafast,AMEX,9636,127.21,4.45,115.77,USD,SETTLED,BATCH-8469
AUTH357771,TXN-202410-0200,2024-10-11,Datafast,DINERS,4345,10.72,0.38,9.75,USD,SETTLED,BATCH-3485
AUTH969138,TXN-202410-0201,2024-10-05,Datafast,DINERS,8925,8.25,0.29,7.51,USD,SETTLED,BATCH-3726
AUTH940076,TXN-202410-0202,2024-10-29,Datafast,VISA,2684,36.89,1.29,33.57,USD,SETTLED,BATCH-7347
AUTH113213,TXN-202410-0203,2024-10-09,Medianet,MASTERCARD,8142,70.66,2.26,64.51,USD,SETTLED,BATCH-4442
AUTH851644,TXN-202410-0204,2024-10-03,Medianet,DINERS,2530,378.75,12.12,345.8,USD,SETTLED,BATCH-5850
AUTH426612,TXN-202410-0205,2024-10-05,PayPhone,DINERS,2748,141.57,5.38,128.4,USD,SETTLED,BATCH-9305
AUTH434425,TXN-202410-0206,2024-10-04,Datafast,MASTERCARD,6993,2536.62,88.78,2308.32,USD,SETTLED,BATCH-6535
AUTH426902,TXN-202410-0207,2024-10-05,Datafast,MASTERCARD,9453,29.23,1.02,26.6,USD,SETTLED,BATCH-5396
AUTH222924,TXN-202410-0208,2024-10-14,Medianet,VISA,7377,41.1,1.32,37.52,USD,SETTLED,BATCH-1405
AUTH665786,TXN-202410-0209,2024-10-08,Medianet,VISA,7951,354.66,11.35,323.8,USD,SETTLED,BATCH-4329
AUTH389712,TXN-202410-0210,2024-10-27,Datafast,VISA,9476,44.94,1.57,40.9,USD,SETTLED,BATCH-1170
AUTH119267,TXN-202410-0211,2024-10-23,Datafast,MASTERCARD,7920,48.34,1.69,43.99,USD,SETTLED,BATCH-9314
AUTH898112,TXN-202410-0212,2024-10-28,Datafast,VISA,2848,20.25,0.71,18.43,USD,SETTLED,BATCH-5224
AUTH360722,TXN-202410-0213,2024-10-30,Datafast,VISA,2395,13.26,0.46,12.07,USD,SETTLED,BATCH-7229
AUTH733556,TXN-202410-0214,2024-10-15,Datafast,AMEX,8700,138.53,4.85,126.06,USD,SETTLED,BATCH-9657
AUTH926762,TXN-202410-0215,2024-10-07,PayPhone,MASTERCARD,7314,1552.69,59.0,1408.29,USD,SETTLED,BATCH-6715
AUTH846421,TXN-202410-0216,2024-10-13,Datafast,VISA,8185,2259.91,79.1,2056.51,USD,SETTLED,BATCH-7829
AUTH672450,TXN-202410-0217,2024-10-22,Datafast,DINERS,6836,57.61,2.02,52.42,USD,SETTLED,BATCH-1186
AUTH256878,TXN-202410-0218,2024-10-12,Datafast,AMEX,9541,92.68,3.24,84.34,USD,SETTLED,BATCH-8108
AUTH286867,TXN-202410-0219,2024-10-05,Datafast,VISA,4308,421.76,14.76,383.8,USD,SETTLED,BATCH-7208
AUTH185390,TXN-202410-0220,2024-10-16,Datafast,VISA,4263,76.16,2.67,69.3,USD,SETTLED,BATCH-3981
AUTH943340,TXN-202410-0221,2024-10-04,Medianet,VISA,3618,85.55,2.74,78.1,USD,SETTLED,BATCH-7680
AUTH665840,TXN-202410-0222,2024-10-06,Datafast,MASTERCARD,7780,152.9,5.35,139.14,USD,SETTLED,BATCH-2108
AUTH125305,TXN-202410-0223,2024-10-23,Datafast,VISA,2075,1635.74,57.25,1488.52,USD,SETTLED,BATCH-4579
AUTH814051,TXN-202410-0224,2024-10-06,PayPhone,MASTERCARD,8806,257.94,9.8,233.95,USD,SETTLED,BATCH-9509
AUTH319158,TXN-202410-0225,2024-10-07,PayPhone,MASTERCARD,1682,812.83,30.89,737.23,USD,SETTLED,BATCH-3166
AUTH717156,TXN-202410-0226,2024-10-18,Medianet,VISA,6256,60.95,1.95,55.65,USD,SETTLED,BATCH-7713
AUTH501205,TXN-202410-0227,2024-10-21,PayPhone,AMEX,1460,28.49,1.08,25.85,USD,SETTLED,BATCH-9976
AUTH512778,TXN-202410-0228,2024-10-07,PayPhone,VISA,6453,351.59,13.36,-318.89,USD,CHARGEBACK,BATCH-8804
AUTH906297,TXN-202410-0229,2024-10-01,Datafast,VISA,9786,435.58,15.25,396.37,USD,SETTLED,BATCH-1553
AUTH268106,TXN-202410-0230,2024-10-25,Datafast,MASTERCARD,4397,49.78,1.74,45.3,USD,SETTLED,BATCH-8255
AUTH904446,TXN-202410-0231,2024-10-03,Datafast,VISA,7142,1100.84,38.53,1001.76,USD,SETTLED,BATCH-8220
AUTH874284,TXN-202410-0232,2024-10-11,Medianet,MASTERCARD,4106,99.19,3.17,90.57,USD,SETTLED,BATCH-8474
AUTH866912,TXN-202410-0233,2024-10-13,PayPhone,VISA,5187,26.18,0.99,-23.75,USD,CHARGEBACK,BATCH-8193
AUTH141844,TXN-202410-0234,2024-10-23,Datafast,MASTERCARD,6841,489.02,17.12,445.0,USD,SETTLED,BATCH-7137
AUTH350135,TXN-202410-0235,2024-10-26,Datafast,VISA,9832,122.42,4.28,111.42,USD,SETTLED,BATCH-8674
AUTH638697,TXN-202410-0236,2024-10-02,Datafast,MASTERCARD,2097,70.16,2.46,63.84,USD,SETTLED,BATCH-1669
AUTH489804,TXN-202410-0237,2024-10-31,Datafast,MASTERCARD,6697,51.95,1.82,47.27,USD,SETTLED,BATCH-4360
AUTH960637,TXN-202410-0238,2024-10-23,Datafast,VISA,7913,139.16,4.87,126.64,USD,SETTLED,BATCH-7656
AUTH670412,TXN-202410-0239,2024-10-17,PayPhone,MASTERCARD,6360,2021.85,76.83,1833.82,USD,SETTLED,BATCH-3364
AUTH681627,TXN-202410-0240,2024-10-31,Datafast,VISA,8204,51.76,1.81,47.1,USD,SETTLED,BATCH-7164
AUTH518738,TXN-202410-0241,2024-10-20,Datafast,MASTERCARD,3456,180.43,6.32,164.19,USD,SETTLED,BATCH-4650
AUTH817742,TXN-202410-0242,2024-10-26,Datafast,VISA,9936,288.96,10.11,262.96,USD,SETTLED,BATCH-9142
AUTH392239,TXN-202410-0243,2024-10-26,Datafast,AMEX,7055,77.67,2.72,70.67,USD,SETTLED,BATCH-8674
AUTH758864,TXN-202410-0244,2024-10-03,Datafast,VISA,5045,27.17,0.95,24.73,USD,SETTLED,BATCH-4010
AUTH827054,TXN-202410-0245,2024-10-15,Medianet,VISA,6975,58.3,1.87,53.23,USD,SETTLED,BATCH-8275
AUTH879871,TXN-202410-0246,2024-10-30,PayPhone,DINERS,4922,265.66,10.1,240.95,USD,SETTLED,BATCH-2142
AUTH122063,TXN-202410-0247,2024-10-10,PayPhone,DINERS,5054,32.26,1.23,29.26,USD,SETTLED,BATCH-2399
AUTH792135,TXN-202410-0248,2024-10-17,Datafast,MASTERCARD,9342,265.15,9.28,241.29,USD,SETTLED,BATCH-1903
AUTH566423,TXN-202410-0249,2024-10-09,PayPhone,VISA,3672,292.5,11.12,265.29,USD,SETTLED,BATCH-8172
AUTH660126,TXN-202410-0250,2024-10-23,Datafast,DINERS,5625,64.29,2.25,58.51,USD,SETTLED,BATCH-4905
AUTH666739,TXN-202410-0251,2024-10-13,Datafast,AMEX,3608,16.87,0.59,15.35,USD,SETTLED,BATCH-6858
AUTH113052,TXN-202410-0252,2024-10-15,Datafast,AMEX,7355,226.55,7.93,206.16,USD,SETTLED,BATCH-3018
AUTH258913,TXN-202410-0253,2024-10-04,Medianet,AMEX,7556,18.52,0.59,16.91,USD,SETTLED,BATCH-3130
AUTH510771,TXN-202410-0254,2024-10-20,Medianet,VISA,3326,28.8,0.92,26.29,USD,SETTLED,BATCH-7872
AUTH437322,TXN-202410-0255,2024-10-18,Datafast,MASTERCARD,2544,39.09,1.37,35.57,USD,SETTLED,BATCH-3824
AUTH265096,TXN-202410-0256,2024-10-20,PayPhone,VISA,8669,47.62,1.81,43.19,USD,SETTLED,BATCH-4070
AUTH737618,TXN-202410-0257,2024-10-07,Datafast,AMEX,8896,491.0,17.19,446.81,USD,SETTLED,BATCH-1532
AUTH831711,TXN-202410-0258,2024-10-09,Datafast,VISA,6491,257.63,9.02,234.44,USD,SETTLED,BATCH-7666
AUTH454362,TXN-202410-0259,2024-10-28,Datafast,VISA,1709,11.13,0.39,10.13,USD,SETTLED,BATCH-9841
