liquidation_id,bank_reference,transaction_id,settlement_date,transaction_date,gateway,card_type,card_last4,gross_amount,commission_amount,vat_retention,income_retention,net_amount,status,chargeback_flag,original_transaction_id
LIQ-01471,BNK922375,TXN-202409-0471,2024-09-25,2024-09-22,Datafast,DINERS,8907,22.48,0.79,1.01,0.22,20.46,SETTLED,0,
LIQ-01472,BNK679307,TXN-202409-0472,2024-09-30,2024-09-28,Datafast,VISA,9386,17.89,0.63,0.81,0.18,16.27,SETTLED,0,
LIQ-01473,BNK212358,TXN-202409-0473,2024-09-25,2024-09-24,Datafast,DINERS,1819,36.38,1.27,1.64,0.36,33.11,SETTLED,0,
LIQ-01474,BNK116325,TXN-202409-0474,2024-09-12,2024-09-10,Datafast,AMEX,2663,70.28,2.46,3.16,0.7,63.96,SETTLED,0,
LIQ-01475,BNK772962,TXN-202409-0475,2024-09-13,2024-09-10,PayPhone,MASTERCARD,9386,48.13,1.83,2.17,0.48,43.65,SETTLED,0,
LIQ-01476,BNK819575,TXN-202409-0476,2024-09-07,2024-09-05,Datafast,MASTERCARD,2759,20.13,0.7,0.91,0.2,18.32,SETTLED,0,
LIQ-01477,BNK782529,TXN-202409-0477,2024-10-03,2024-09-30,Datafast,VISA,6836,300.86,10.53,13.54,3.01,273.78,SETTLED,0,
LIQ-01478,BNK892358,TXN-202409-0478,2024-09-13,2024-09-10,PayPhone,VISA,7960,389.66,14.81,17.53,3.9,353.42,SETTLED,0,
LIQ-01479,BNK939335,TXN-202409-0479,2024-09-12,2024-09-10,PayPhone,VISA,8837,378.89,14.4,17.05,3.79,343.65,SETTLED,0,
LIQ-01480,BNK861294,TXN-202409-0480,2024-10-02,2024-09-29,Medianet,AMEX,4080,23.69,0.76,1.07,0.24,21.62,SETTLED,0,
LIQ-01481,BNK802040,TXN-202409-0481,2024-09-20,2024-09-19,Medianet,VISA,5792,958.61,30.68,43.14,9.59,875.2,SETTLED,0,
LIQ-01482,BNK436067,TXN-202409-0482,2024-09-12,2024-09-09,Datafast,DINERS,5574,70.29,2.46,3.16,0.7,63.97,SETTLED,0,
LIQ-01483,BNK352626,TXN-202409-0483,2024-09-30,2024-09-29,Medianet,MASTERCARD,7250,59.49,1.9,2.68,0.59,54.32,SETTLED,0,
LIQ-01484,BNK774915,TXN-202409-0484,2024-09-13,2024-09-12,PayPhone,VISA,9135,130.92,4.97,5.89,1.31,118.75,SETTLED,0,
LIQ-01485,BNK724695,TXN-202409-0485,2024-09-08,2024-09-06,Medianet,MASTERCARD,2435,252.24,8.07,11.35,2.52,230.3,SETTLED,0,
LIQ-01486,BNK229323,TXN-202409-0486,2024-09-25,2024-09-22,Datafast,VISA,8851,52.91,1.85,2.38,0.53,48.15,SETTLED,0,
LIQ-01487,BNK254228,TXN-202409-0487,2024-09-03,2024-09-02,Datafast,VISA,8253,19.58,0.69,0.88,0.2,17.81,SETTLED,0,
LIQ-01488,BNK662698,TXN-202409-0488,2024-09-17,2024-09-15,Datafast,MASTERCARD,7207,55.27,1.93,2.49,0.55,50.3,SETTLED,0,
LIQ-01489,BNK578667,TXN-202409-0489,2024-09-16,2024-09-15,Datafast,VISA,3663,379.7,13.29,17.09,3.8,345.52,SETTLED,0,
LIQ-01490,BNK626740,TXN-202409-0490,2024-09-21,2024-09-20,Datafast,VISA,7512,67.89,2.38,3.06,0.68,61.77,SETTLED,0,
LIQ-01491,BNK637387,TXN-202409-0491,2024-09-23,2024-09-22,Datafast,VISA,2069,150.75,5.28,6.78,1.51,137.18,SETTLED,0,
LIQ-01492,BNK793182,TXN-202409-0492,2024-09-05,2024-09-02,Medianet,VISA,6085,21.25,0.68,0.96,0.21,19.4,SETTLED,0,
LIQ-01493,BNK367865,TXN-202409-0493,2024-09-20,2024-09-17,Medianet,VISA,4677,52.61,1.68,2.37,0.53,48.03,SETTLED,0,
LIQ-01494,BNK665042,TXN-202409-0494,2024-09-16,2024-09-15,Medianet,MASTERCARD,4439,56.78,1.82,2.56,0.57,51.83,SETTLED,0,
LIQ-01495,BNK871061,TXN-202409-0495,2024-09-10,2024-09-08,Medianet,VISA,7488,20.13,0.64,0.91,0.2,18.38,SETTLED,0,
LIQ-01496,BNK504746,TXN-202409-0496,2024-09-03,2024-09-01,PayPhone,VISA,3237,7.1,0.27,0.32,0.07,6.44,SETTLED,0,
LIQ-01497,BNK942955,TXN-202409-0497,2024-09-07,2024-09-04,PayPhone,MASTERCARD,5209,76.91,2.92,3.46,0.77,69.76,SETTLED,0,
LIQ-01498,BNK752317,TXN-202409-0498,2024-09-13,2024-09-11,Datafast,VISA,7161,13.08,0.46,0.59,0.13,11.9,SETTLED,0,
LIQ-01499,BNK695484,TXN-202409-0499,2024-09-15,2024-09-14,Medianet,VISA,8045,45.63,1.46,2.05,0.46,41.66,SETTLED,0,
LIQ-01500,BNK707418,TXN-202409-0500,2024-09-23,2024-09-21,Datafast,VISA,5292,6.12,0.21,0.28,0.06,5.57,SETTLED,0,
LIQ-01501,BNK546258,TXN-202410-0001,2024-10-12,2024-10-09,Datafast,VISA,6594,54.35,1.9,2.45,0.54,49.46,SETTLED,0,
LIQ-01502,BNK714807,TXN-202410-0002,2024-10-28,2024-10-25,Medianet,VISA,1862,252.66,8.09,11.37,2.53,230.67,SETTLED,0,
LIQ-01503,BNK653327,TXN-202410-0003,2024-11-02,2024-10-30,Datafast,DINERS,1475,412.33,14.43,18.55,4.12,375.23,SETTLED,0,
LIQ-01504,BNK639484,TXN-202410-0004,2024-10-25,2024-10-23,Datafast,DINERS,1605,492.19,17.23,22.15,4.92,447.89,SETTLED,0,
LIQ-01505,BNK914126,TXN-202410-0005,2024-10-24,2024-10-21,Medianet,DINERS,2837,219.46,7.02,9.88,2.19,200.37,SETTLED,0,
LIQ-01506,BNK262533,TXN-202410-0006,2024-10-23,2024-10-20,Datafast,AMEX,1790,30.13,1.05,1.36,0.3,27.42,SETTLED,0,
LIQ-01507,BNK901462,TXN-202410-0007,2024-10-24,2024-10-23,Datafast,MASTERCARD,9720,291.44,10.2,13.11,2.91,265.22,SETTLED,0,
LIQ-01508,BNK824146,TXN-202410-0008,2024-10-26,2024-10-24,Datafast,MASTERCARD,6575,209.72,7.34,9.44,2.1,190.84,SETTLED,0,
LIQ-01509,BNK727940,TXN-202410-0009,2024-10-11,2024-10-10,Medianet,MASTERCARD,8859,33.09,1.35,1.49,0.33,29.92,SETTLED,0,
LIQ-01510,BNK163880,TXN-202410-0010,2024-10-22,2024-10-20,Datafast,VISA,4733,74.26,2.6,3.34,0.74,67.58,SETTLED,0,
LIQ-01511,BNK420942,TXN-202410-0011,2024-10-26,2024-10-25,Medianet,VISA,1277,53.27,1.7,2.4,0.53,48.64,SETTLED,0,
LIQ-01512,BNK429779,TXN-202410-0012,2024-10-02,2024-10-01,Medianet,DINERS,9704,201.15,6.44,9.05,2.01,183.65,SETTLED,0,
LIQ-01513,BNK604617,TXN-202410-0013,2024-11-02,2024-10-30,PayPhone,VISA,4833,45.45,1.73,2.05,0.45,41.22,SETTLED,0,
LIQ-01514,BNK706889,TXN-202410-0014,2024-10-30,2024-10-28,PayPhone,AMEX,6576,173.43,6.59,7.8,1.73,157.31,SETTLED,0,
LIQ-01515,BNK837230,TXN-202410-0015,2024-10-17,2024-10-16,Medianet,VISA,3682,107.14,3.43,4.82,1.07,97.82,SETTLED,0,
LIQ-01516,BNK239297,TXN-202410-0016,2024-10-06,2024-10-05,PayPhone,VISA,2559,2845.69,108.14,128.06,28.46,2581.03,SETTLED,0,
LIQ-01517,BNK978193,TXN-202410-0017,2024-10-18,2024-10-17,Datafast,MASTERCARD,2392,165.84,5.8,7.46,1.66,150.92,SETTLED,0,
LIQ-01518,BNK602625,TXN-202410-0018,2024-10-15,2024-10-14,Datafast,VISA,9852,19.82,0.69,0.89,0.2,18.04,SETTLED,0,
LIQ-01519,BNK209737,TXN-202410-0019,2024-10-09,2024-10-07,Medianet,VISA,7710,486.44,15.57,21.89,4.86,444.12,SETTLED,0,
LIQ-01520,BNK387562,TXN-202410-0020,2024-10-14,2024-10-13,PayPhone,VISA,9553,1398.95,53.16,62.95,13.99,1268.85,SETTLED,0,
LIQ-01521,BNK980537,TXN-202410-0021,2024-10-07,2024-10-05,Datafast,VISA,5759,262.04,11.9,11.79,2.62,235.73,SETTLED,0,
LIQ-01522,BNK571244,TXN-202410-0022,2024-11-01,2024-10-30,Datafast,VISA,5710,398.72,13.96,17.94,3.99,362.83,SETTLED,0,
LIQ-01523,BNK814105,TXN-202410-0023,2024-10-17,2024-10-15,Medianet,VISA,3788,188.06,6.02,8.46,1.88,171.7,SETTLED,0,
LIQ-01524,BNK244210,TXN-202410-0024,2024-10-08,2024-10-05,Datafast,VISA,5830,110.21,3.86,4.96,1.1,100.29,SETTLED,0,
LIQ-01525,BNK366121,TXN-202410-0025,2024-10-20,2024-10-17,Datafast,VISA,7387,5.96,0.21,0.27,0.06,5.42,SETTLED,0,
LIQ-01526,BNK495147,TXN-202410-0026,2024-10-26,2024-10-24,Medianet,VISA,5537,2850.71,91.22,128.28,28.51,2602.71,SETTLED,0,
LIQ-01527,BNK343847,TXN-202410-0027,2024-10-30,2024-10-29,Datafast,VISA,9431,678.09,23.73,30.51,6.78,617.07,SETTLED,0,
LIQ-01528,BNK138198,TXN-202410-0028,2024-10-27,2024-10-25,PayPhone,VISA,9465,905.91,34.42,40.77,9.06,821.66,SETTLED,0,
LIQ-01529,BNK949581,TXN-202410-0029,2024-10-25,2024-10-23,PayPhone,MASTERCARD,5874,226.4,8.6,10.19,2.26,205.35,SETTLED,0,
LIQ-01530,BNK193891,TXN-202410-0030,2024-10-17,2024-10-14,Medianet,VISA,8500,33.9,1.08,1.53,0.34,30.95,SETTLED,0,
LIQ-01531,BNK864306,TXN-202410-0031,2024-10-26,2024-10-23,Datafast,VISA,7073,1403.54,49.12,63.16,14.04,1277.22,SETTLED,0,
LIQ-01532,BNK727276,TXN-202410-0032,2024-11-03,2024-10-31,Datafast,MASTERCARD,8176,50.41,1.76,2.27,0.5,45.88,SETTLED,0,
LIQ-01533,BNK666699,TXN-202410-0033,2024-10-07,2024-10-06,Datafast,VISA,3796,358.29,12.54,16.12,3.58,326.05,SETTLED,0,
LIQ-01534,BNK884019,TXN-202410-0034,2024-10-26,2024-10-23,Datafast,VISA,7077,241.43,8.45,10.86,2.41,219.71,SETTLED,0,
LIQ-01535,BNK499862,TXN-202410-0035,2024-10-08,2024-10-06,PayPhone,VISA,9032,2690.02,102.22,121.05,26.9,2439.85,SETTLED,0,
LIQ-01536,BNK844984,TXN-202410-0036,2024-10-16,2024-10-13,Datafast,VISA,6383,2146.22,75.12,96.58,21.46,1953.06,SETTLED,0,
LIQ-01537,BNK364905,TXN-202410-0037,2024-10-04,2024-10-03,Datafast,VISA,6710,385.61,13.5,17.35,3.86,350.9,SETTLED,0,
LIQ-01538,BNK283531,TXN-202410-0038,2024-10-25,2024-10-24,Medianet,MASTERCARD,9518,15.7,0.5,0.71,0.16,14.33,SETTLED,0,
LIQ-01539,BNK380808,TXN-202410-0039,2024-10-29,2024-10-27,PayPhone,VISA,3071,79.03,3,3.56,0.79,71.68,SETTLED,0,
LIQ-01540,BNK238622,TXN-202410-0040,2024-10-23,2024-10-21,Datafast,VISA,9492,300.48,10.52,13.52,3,273.44,SETTLED,0,
LIQ-01541,BNK313631,TXN-202410-0041,2024-10-09,2024-10-07,Medianet,VISA,2821,57.8,1.85,2.6,0.58,52.77,SETTLED,0,
LIQ-01542,BNK972039,TXN-202410-0042,2024-10-07,2024-10-06,Datafast,DINERS,1841,66.08,2.31,2.97,0.66,60.14,SETTLED,0,
LIQ-01543,BNK683791,TXN-202410-0043,2024-10-31,2024-10-29,Datafast,VISA,3935,188.93,6.61,8.5,1.89,171.93,SETTLED,0,
LIQ-01544,BNK780208,TXN-202410-0044,2024-10-05,2024-10-03,Datafast,AMEX,3350,52.73,1.85,2.37,0.53,47.98,SETTLED,0,
LIQ-01545,BNK337380,TXN-202410-0045,2024-10-10,2024-10-08,Datafast,VISA,2170,7.22,0.25,0.32,0.07,6.58,SETTLED,0,
LIQ-01546,BNK721168,TXN-202410-0046,2024-11-01,2024-10-31,Datafast,MASTERCARD,8227,24.96,0.87,1.12,0.25,22.72,SETTLED,0,
LIQ-01547,BNK571366,TXN-202410-0047,2024-10-27,2024-10-26,Medianet,MASTERCARD,8581,20.83,0.67,0.94,0.21,19.01,SETTLED,0,
LIQ-01548,BNK270639,TXN-202410-0048,2024-10-18,2024-10-16,Datafast,MASTERCARD,9827,1164.59,40.76,52.41,11.65,1059.77,SETTLED,0,
LIQ-01549,BNK646794,TXN-202410-0049,2024-10-13,2024-10-11,Medianet,MASTERCARD,2212,56.14,1.8,2.53,0.56,51.25,SETTLED,0,
LIQ-01550,BNK346903,TXN-202410-0050,2024-10-04,2024-10-02,PayPhone,DINERS,3255,238.94,9.08,10.75,2.39,216.72,SETTLED,0,
LIQ-01551,BNK349841,TXN-202410-0051,2024-10-16,2024-10-13,PayPhone,AMEX,5902,70.29,2.67,3.16,0.7,63.76,SETTLED,0,
LIQ-01552,BNK695604,TXN-202410-0052,2024-10-19,2024-10-17,PayPhone,DINERS,9664,14.22,0.54,0.64,0.14,12.9,SETTLED,0,
LIQ-01553,BNK930837,TXN-202410-0053,2024-10-25,2024-10-22,PayPhone,MASTERCARD,9854,38.89,1.48,1.75,0.39,35.27,SETTLED,0,
LIQ-01554,BNK208216,TXN-202410-0054,2024-10-23,2024-10-21,PayPhone,MASTERCARD,4072,81.31,3.09,3.66,0.81,73.75,SETTLED,0,
LIQ-01555,BNK258280,TXN-202410-0055,2024-10-14,2024-10-11,Datafast,VISA,8403,65.57,2.29,2.95,0.66,59.67,SETTLED,0,
LIQ-01556,BNK218205,TXN-202410-0056,2024-10-05,2024-10-03,Datafast,MASTERCARD,2342,50.94,1.78,2.29,0.51,46.36,SETTLED,0,
LIQ-01557,BNK777454,TXN-202410-0057,2024-10-31,2024-10-28,Datafast,DINERS,8571,2967.18,103.85,133.52,29.67,2700.14,SETTLED,0,
LIQ-01558,BNK791568,TXN-202410-0058,2024-10-08,2024-10-05,PayPhone,MASTERCARD,1235,19.63,0.75,0.88,0.2,17.8,SETTLED,0,
LIQ-01559,BNK676408,TXN-202410-0059,2024-10-17,2024-10-16,PayPhone,MASTERCARD,6376,93.33,3.55,4.2,0.93,84.66,SETTLED,0,
LIQ-01560,BNK624255,TXN-202410-0060,2024-10-08,2024-10-06,Datafast,MASTERCARD,9669,70.61,2.47,3.18,0.71,64.25,SETTLED,0,
LIQ-01561,BNK131544,TXN-202410-0061,2024-10-09,2024-10-06,PayPhone,VISA,5902,23.25,0.88,1.05,0.23,21.09,SETTLED,0,
LIQ-01562,BNK510933,TXN-202410-0062,2024-11-01,2024-10-30,Medianet,VISA,5303,573.05,18.34,25.79,5.73,523.19,SETTLED,0,
LIQ-01563,BNK956593,TXN-202410-0063,2024-10-19,2024-10-16,PayPhone,MASTERCARD,6385,24.32,0.92,1.09,0.24,22.07,SETTLED,0,
LIQ-01564,BNK264748,TXN-202410-0064,2024-10-06,2024-10-03,Datafast,VISA,2620,59.41,2.08,2.67,0.59,54.07,SETTLED,0,
LIQ-01565,BNK694103,TXN-202410-0065,2024-10-06,2024-10-03,Datafast,VISA,5356,468.02,16.38,21.06,4.68,425.9,SETTLED,0,
LIQ-01566,BNK320295,TXN-202410-0066,2024-10-24,2024-10-21,Datafast,AMEX,4376,384.51,13.46,17.3,3.85,349.9,SETTLED,0,
LIQ-01567,BNK280777,TXN-202410-0067,2024-10-10,2024-10-09,Medianet,DINERS,7970,22.5,0.72,1.01,0.23,20.54,SETTLED,0,
LIQ-01568,BNK642198,TXN-202410-0068,2024-10-10,2024-10-07,Datafast,VISA,9132,49.42,1.73,2.22,0.49,44.98,SETTLED,0,
LIQ-01569,BNK639685,TXN-202410-0069,2024-10-16,2024-10-13,PayPhone,MASTERCARD,3619,28.5,1.08,1.28,0.29,25.85,SETTLED,0,
LIQ-01570,BNK151774,TXN-202410-0070,2024-10-15,2024-10-13,Medianet,VISA,9570,159.74,5.11,7.19,1.6,145.84,SETTLED,0,
LIQ-01571,BNK846261,TXN-202410-0071,2024-10-20,2024-10-17,Datafast,VISA,7409,414.56,14.51,18.66,4.15,377.24,SETTLED,0,
LIQ-01572,BNK706154,TXN-202410-0072,2024-10-17,2024-10-15,Medianet,VISA,9574,45.37,1.45,2.04,0.45,41.43,SETTLED,0,
LIQ-01573,BNK684104,TXN-202410-0073,2024-10-16,2024-10-15,Datafast,DINERS,2717,289.93,10.15,13.05,2.9,263.83,SETTLED,0,
LIQ-01574,BNK322393,TXN-202410-0074,2024-10-24,2024-10-23,Medianet,VISA,2359,416.54,13.33,18.74,4.17,380.3,SETTLED,0,
LIQ-01575,BNK275933,TXN-202410-0075,2024-10-31,2024-10-28,Medianet,VISA,3985,808.66,25.88,36.39,8.09,738.3,SETTLED,0,
LIQ-01576,BNK252783,TXN-202410-0076,2024-11-02,2024-10-31,Medianet,MASTERCARD,4565,26.86,0.86,1.21,0.27,24.52,SETTLED,0,
LIQ-01577,BNK227010,TXN-202410-0077,2024-10-31,2024-10-28,Datafast,AMEX,1486,58.76,2.06,2.64,0.59,53.47,SETTLED,0,
LIQ-01578,BNK146957,TXN-202410-0078,2024-10-26,2024-10-25,PayPhone,VISA,4439,467.73,17.77,21.05,4.68,424.23,SETTLED,0,
LIQ-01579,BNK955862,TXN-202410-0079,2024-10-31,2024-10-30,PayPhone,MASTERCARD,9653,66.13,2.51,2.98,0.66,59.98,SETTLED,0,
LIQ-01580,BNK222655,TXN-202410-0080,2024-10-14,2024-10-12,PayPhone,MASTERCARD,9237,55.84,2.12,2.51,0.56,50.65,SETTLED,0,
LIQ-01581,BNK115626,TXN-202410-0081,2024-10-10,2024-10-07,Datafast,MASTERCARD,6598,57.23,2,2.58,0.57,52.08,SETTLED,0,
LIQ-01582,BNK294106,TXN-202410-0082,2024-10-20,2024-10-19,PayPhone,VISA,8117,61.42,2.33,2.76,0.61,55.72,SETTLED,0,
LIQ-01583,BNK341192,TXN-202410-0083,2024-10-07,2024-10-05,PayPhone,MASTERCARD,9787,17.28,0.66,0.78,0.17,15.67,SETTLED,0,
LIQ-01584,BNK284265,TXN-202410-0084,2024-10-25,2024-10-24,Medianet,VISA,2869,21.36,0.68,0.96,0.21,19.51,SETTLED,0,
LIQ-01585,BNK102215,TXN-202410-0085,2024-10-23,2024-10-22,Medianet,VISA,2342,321.79,10.3,14.48,3.22,293.79,SETTLED,0,
LIQ-01586,BNK117068,TXN-202410-0086,2024-10-03,2024-10-02,Datafast,DINERS,5026,150.65,5.27,6.78,1.51,137.09,SETTLED,0,
LIQ-01587,BNK166092,TXN-202410-0087,2024-10-20,2024-10-17,Datafast,VISA,9055,793.37,27.77,35.7,7.93,721.97,SETTLED,0,
LIQ-01588,BNK825263,TXN-202410-0088,2024-10-09,2024-10-08,Datafast,VISA,9827,59.19,2.07,2.66,0.59,53.87,SETTLED,0,
LIQ-01589,BNK647379,TXN-202410-0089,2024-10-09,2024-10-06,Datafast,VISA,2307,49.71,1.74,2.24,0.5,45.23,SETTLED,0,
LIQ-01590,BNK504687,TXN-202410-0090,2024-10-05,2024-10-03,Medianet,MASTERCARD,5507,2176.84,69.66,97.96,21.77,1987.45,SETTLED,0,
LIQ-01591,BNK583717,TXN-202410-0091,2024-10-13,2024-10-12,PayPhone,MASTERCARD,6514,53.99,2.05,2.43,0.54,48.97,SETTLED,0,
LIQ-01592,BNK555051,TXN-202410-0092,2024-10-18,2024-10-17,Datafast,VISA,1186,55.16,1.93,2.48,0.55,50.2,SETTLED,0,
LIQ-01593,BNK497832,TXN-202410-0093,2024-10-25,2024-10-24,Datafast,MASTERCARD,1371,194.96,6.82,8.77,1.95,177.42,SETTLED,0,
LIQ-01594,BNK220181,TXN-202410-0094,2024-10-16,2024-10-14,Medianet,VISA,3734,53.34,1.71,2.4,0.53,48.7,SETTLED,0,
LIQ-01595,BNK147510,TXN-202410-0095,2024-10-29,2024-10-26,Medianet,VISA,2726,73.17,2.34,3.29,0.73,66.81,SETTLED,0,
LIQ-01596,BNK131248,TXN-202410-0096,2024-10-21,2024-10-18,Datafast,AMEX,8295,46.7,1.63,2.1,0.47,42.5,SETTLED,0,
LIQ-01597,BNK632596,TXN-202410-0097,2024-10-29,2024-10-26,Datafast,MASTERCARD,8667,379.77,16.18,17.09,3.8,342.7,SETTLED,0,
LIQ-01598,BNK982140,TXN-202410-0098,2024-10-09,2024-10-06,Datafast,MASTERCARD,1769,2744.01,96.04,123.48,27.44,2497.05,SETTLED,0,
LIQ-01599,BNK762048,TXN-202410-0099,2024-10-03,2024-10-02,Medianet,VISA,7068,28.57,0.91,1.29,0.29,26.08,SETTLED,0,
LIQ-01600,BNK725859,TXN-202410-0100,2024-10-26,2024-10-25,Medianet,MASTERCARD,6171,24.26,0.78,1.09,0.24,22.15,SETTLED,0,
LIQ-01601,BNK804090,TXN-202410-0101,2024-10-08,2024-10-06,Datafast,VISA,3421,77.47,2.71,3.49,0.77,70.5,SETTLED,0,
LIQ-01602,BNK685219,TXN-202410-0102,2024-11-03,2024-10-31,PayPhone,MASTERCARD,7966,8.46,0.32,0.38,0.08,7.68,SETTLED,0,
LIQ-01603,BNK940997,TXN-202410-0103,2024-10-19,2024-10-16,PayPhone,VISA,7929,15.49,0.59,0.7,0.15,14.05,SETTLED,0,
LIQ-01604,BNK809608,TXN-202410-0104,2024-10-18,2024-10-17,Datafast,AMEX,4403,2015.43,70.54,90.69,20.15,1834.05,SETTLED,0,
LIQ-01605,BNK604204,TXN-202410-0105,2024-10-07,2024-10-05,Medianet,MASTERCARD,4621,7.76,0.25,0.35,0.08,7.08,SETTLED,0,
LIQ-01606,BNK849591,TXN-202410-0106,2024-10-21,2024-10-19,PayPhone,VISA,7122,46.41,1.76,2.09,0.46,42.1,SETTLED,0,
LIQ-01607,BNK504995,TXN-202410-0107,2024-10-11,2024-10-09,Datafast,MASTERCARD,2465,46.24,1.62,2.08,0.46,42.08,SETTLED,0,
LIQ-01608,BNK227614,TXN-202410-0108,2024-10-24,2024-10-22,Medianet,VISA,6129,75.86,3.16,3.41,0.76,68.53,SETTLED,0,
LIQ-01609,BNK111748,TXN-202410-0109,2024-10-12,2024-10-09,PayPhone,VISA,9267,52.22,1.98,2.35,0.52,47.37,SETTLED,0,
LIQ-01610,BNK674348,TXN-202410-0110,2024-10-30,2024-10-27,Medianet,VISA,9822,54.3,1.74,2.44,0.54,49.58,SETTLED,0,
LIQ-01611,BNK187672,TXN-202410-0111,2024-10-16,2024-10-14,Medianet,VISA,1338,79.43,2.54,3.57,0.79,72.53,SETTLED,0,
LIQ-01612,BNK957556,TXN-202410-0112,2024-10-07,2024-10-04,Datafast,MASTERCARD,8613,14.35,0.5,0.65,0.14,13.06,SETTLED,0,
LIQ-01613,BNK409824,TXN-202410-0113,2024-10-13,2024-10-11,Medianet,VISA,1194,232.38,7.44,10.46,2.32,212.16,SETTLED,0,
LIQ-01614,BNK298548,TXN-202410-0114,2024-10-10,2024-10-08,Datafast,MASTERCARD,6216,12.35,0.43,0.56,0.12,11.24,SETTLED,0,
LIQ-01615,BNK490774,TXN-202410-0115,2024-10-31,2024-10-29,PayPhone,MASTERCARD,4197,44.49,1.69,2,0.44,40.36,SETTLED,0,
LIQ-01616,BNK502355,TXN-202410-0116,2024-10-21,2024-10-19,Medianet,AMEX,3073,31.17,1,1.4,0.31,28.46,SETTLED,0,
LIQ-01617,BNK935567,TXN-202410-0117,2024-11-02,2024-10-31,Medianet,MASTERCARD,7464,151.71,4.85,6.83,1.52,138.51,SETTLED,0,
LIQ-01618,BNK197455,TXN-202410-0118,2024-10-21,2024-10-18,Datafast,AMEX,1327,411.27,14.39,18.51,4.11,374.26,SETTLED,0,
LIQ-01619,BNK402790,TXN-202410-0119,2024-10-25,2024-10-22,PayPhone,VISA,2991,188.81,7.17,8.5,1.89,171.25,SETTLED,0,
LIQ-01620,BNK164709,TXN-202410-0120,2024-10-10,2024-10-09,Medianet,MASTERCARD,2996,47.57,1.52,2.14,0.48,43.43,SETTLED,0,
LIQ-01621,BNK859699,TXN-202410-0121,2024-10-25,2024-10-22,PayPhone,MASTERCARD,4950,63.31,2.41,2.85,0.63,57.42,SETTLED,0,
LIQ-01622,BNK346658,TXN-202410-0122,2024-10-18,2024-10-15,Datafast,VISA,2307,31.55,1.1,1.42,0.32,28.71,SETTLED,0,
LIQ-01623,BNK679896,TXN-202410-0123,2024-10-31,2024-10-30,Datafast,DINERS,1170,58.89,2.06,2.65,0.59,53.59,SETTLED,0,
LIQ-01624,BNK403419,TXN-202410-0124,2024-10-12,2024-10-11,Datafast,AMEX,5073,1516.29,53.07,68.23,15.16,1379.83,SETTLED,0,
LIQ-01625,BNK434836,TXN-202410-0125,2024-10-20,2024-10-19,Medianet,VISA,9726,12.02,0.38,0.54,0.12,10.98,SETTLED,0,
LIQ-01626,BNK781444,TXN-202410-0126,2024-10-03,2024-10-01,Datafast,VISA,3058,2520.87,88.23,113.44,25.21,2293.99,SETTLED,0,
LIQ-01627,BNK355819,TXN-202410-0127,2024-10-25,2024-10-22,Medianet,DINERS,8771,42.34,1.35,1.91,0.42,38.66,SETTLED,0,
LIQ-01628,BNK772297,TXN-202410-0128,2024-11-02,2024-10-30,PayPhone,MASTERCARD,6036,51.22,1.95,2.3,0.51,46.46,SETTLED,0,
LIQ-01629,BNK189183,TXN-202410-0129,2024-10-27,2024-10-24,Datafast,VISA,3202,30.88,1.08,1.39,0.31,28.1,SETTLED,0,
LIQ-01630,BNK718274,TXN-202410-0130,2024-10-21,2024-10-20,PayPhone,AMEX,6163,301.81,11.47,13.58,3.02,273.74,SETTLED,0,
LIQ-01631,BNK635124,TXN-202410-0131,2024-10-18,2024-10-17,Medianet,DINERS,6727,450.41,14.41,20.27,4.5,411.23,SETTLED,0,
LIQ-01632,BNK891797,TXN-202410-0132,2024-10-04,2024-10-02,Datafast,VISA,2986,31.5,1.1,1.42,0.32,28.66,SETTLED,0,
LIQ-01633,BNK149665,TXN-202410-0133,2024-10-23,2024-10-22,Datafast,VISA,4987,1344.9,47.07,60.52,13.45,1223.86,SETTLED,0,
LIQ-01634,BNK924357,TXN-202410-0134,2024-10-18,2024-10-16,PayPhone,AMEX,7989,201.83,7.67,9.08,2.02,183.06,SETTLED,0,
LIQ-01635,BNK606030,TXN-202410-0135,2024-11-01,2024-10-30,Datafast,VISA,1692,245.32,8.59,11.04,2.45,223.24,SETTLED,0,
LIQ-01636,BNK389788,TXN-202410-0136,2024-11-01,2024-10-30,PayPhone,DINERS,1967,72.01,2.74,3.24,0.72,65.31,SETTLED,0,
LIQ-01637,BNK541597,TXN-202410-0137,2024-10-17,2024-10-15,PayPhone,AMEX,9701,5.44,0.21,0.24,0.05,4.94,SETTLED,0,
LIQ-01638,BNK921075,TXN-202410-0138,2024-10-15,2024-10-13,Datafast,VISA,6375,59.18,2.07,2.66,0.59,53.86,SETTLED,0,
LIQ-01639,BNK887559,TXN-202410-0139,2024-10-30,2024-10-29,Datafast,VISA,9765,44.68,1.56,2.01,0.45,40.66,SETTLED,0,
LIQ-01640,BNK903664,TXN-202410-0140,2024-10-10,2024-10-09,Datafast,AMEX,2655,62.71,2.19,2.82,0.63,57.07,SETTLED,0,
LIQ-01641,BNK997806,TXN-202410-0141,2024-10-20,2024-10-18,Datafast,VISA,9229,71.91,2.52,3.24,0.72,65.43,SETTLED,0,
LIQ-01642,BNK677064,TXN-202410-0142,2024-10-15,2024-10-12,Datafast,VISA,3015,147.97,5.18,6.66,1.48,134.65,SETTLED,0,
